Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
766,58,49605,67,443,17,3131,407495,14,15,3388.0,8853.0,1250.0,33.0,242.0,437.271083,1250.0,24.0,590.2,547.9061703,30039.63239,71.16651738,14553.39286,43800.48356,231949.0,1.0,352711.0,27131.61538,70207.6727,258260.0,14.0,407495.0,29106.78571,62256.04836,231949.0,1.0,0,0,0,0,112,120,34.35624977,36.81026761,24.0,1250.0,449.7,532.6909015,283759.5966,0,0,0,0,0,0,0,0,1.0,465.2068966,242.0,590.2,0,0,0,0,0,0,14,3388,15,8853,-1,-1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1430,58,49169,173,443,6,2758,4811797,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415645132,4811797.0,0.0,4811797.0,4811797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.207822566,0.207822566,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,259,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
21,58,49167,11,443,6,744,4811833,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415642022,4811833.0,0.0,4811833.0,4811833.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.207821011,0.207821011,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,259,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1287,58,49245,127,80,6,4061,25237400,126,183,3676.223023,245514.3677,359.6446046,0.0,29.15697591,95.18505622,1432.0,0.0,1340.315979,300.597594,9873.900249,12.25511789,81863.70671,603737.5462,6751602.162,0.0,25226933.25,201675.4923,937194.8301,6751602.162,2.177697703,25237273.56,138532.4446,796176.4228,6767131.442,0.0,0,0,0,0,3146,3687,4.99684462,7.258273273,0.0,1432.0,803.1066609,688.668551,474265.2622,0,1,0,0,0,0,0,0,1.0,805.7033953,29.15697591,1340.315979,0,0,0,0,0,0,126,3676,183,245514,-1,303,11,0,6083535.009,8268592.799,11930313.05,236756.97,6506482.714,346651.2482,6751602.162,6261363.265,1
1517,58,57048,173,53,17,2120,9934,0,2,0.0,132.0,0.0,0.0,0.0,0.0,104.0,28.0,66.0,53.74011537,13287.21456,201.3214327,9934.805289,0.0,9934.805289,9934.805289,0.0,0.0,0.0,0.0,0.0,9934.805289,9934.805289,0.0,9934.805289,9934.805289,0,0,0,0,0,16,0.0,201.3214327,28.0,104.0,53.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,0.0,80.0,0.0,66.0,0,0,0,0,0,0,0,0,2,132,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
916,58,49362,74,443,6,4136,328963,6,9,591.0,5865.0,517.0,0.0,98.5,207.1480147,1412.0,0.0,651.6666667,666.4619269,19625.30741,45.59783319,23497.35714,57144.78039,207317.0,2.0,315967.0,63193.4,96749.02917,219873.0,9.0,121646.0,15205.75,27725.04666,81933.0,2.0,0,0,0,0,132,204,18.23913328,27.35869991,0.0,1412.0,403.5,579.8371036,336211.0667,0,1,0,0,0,0,0,0,1.0,430.4,98.5,651.6666667,0,0,0,0,0,0,6,591,9,5865,-1,261,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1564,58,49212,174,443,6,2086,3031220,12,17,1415.0,2805.0,757.0,0.0,117.9166667,215.5514949,948.0,0.0,163.4725596,268.8008813,1392.179257,9.622181532,107637.0039,543910.6355,2890606.172,1.0,3018866.473,274442.4067,871814.7905,2901870.324,21.83403265,140614.7418,8698.698537,18489.53616,75450.00309,1.0,0,0,0,0,240,367,3.958803576,5.663377956,0.0,948.0,139.9105613,242.4157975,58766.46862,0,1,0,0,0,0,0,0,1.0,144.7089908,117.9166667,163.4725596,0,0,0,0,0,0,12,1415,17,2805,-1,274,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1663,58,59140,174,53,17,2384,12235,0,2,0.0,84.0,0.0,0.0,0.0,0.0,50.0,34.0,42.0,11.3137085,6865.549653,163.4654679,12235.0,0.0,12235.0,12235.0,0.0,0.0,0.0,0.0,0.0,12235.0,12235.0,0.0,12235.0,12235.0,0,0,0,0,0,16,0.0,163.4654679,34.0,50.0,39.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,0.0,59.0,0.0,42.0,0,0,0,0,0,0,0,0,2,84,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1535,58,61597,173,53,17,4942,9922,0,2,0.0,88.0,0.0,0.0,0.0,0.0,60.0,28.0,44.0,22.627417,8869.179601,201.5722637,9922.0,0.0,9922.0,9922.0,0.0,0.0,0.0,0.0,0.0,9922.0,9922.0,0.0,9922.0,9922.0,0,0,0,0,0,16,0.0,201.5722637,28.0,60.0,38.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,0.0,58.0,0.0,44.0,0,0,0,0,0,0,0,0,2,88,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1720,58,137,87,137,17,1785,2249853,29,1,1864.0,68.0,68.0,50.0,64.27586207,7.420514767,68.0,68.0,68.0,0.0,858.7227699,13.3342045,77581.13793,167638.1935,515780.0,0.0,2249847.0,80351.67857,170036.92,515780.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,232,8,12.88973102,0.444473483,50.0,68.0,64.51612903,7.22897396,52.25806452,0,0,0,0,0,0,0,0,0.0,66.66666667,64.27586207,68.0,0,0,0,0,0,0,29,1864,1,68,-1,-1,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1142,58,0,116,0,0,2004,2495181,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.809269091,226834.6979,466051.7442,1502678.858,0.18505158,2495180.492,249518.0492,484818.8083,1502678.858,0.18505158,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.408496667,0.400772424,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,11,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1400,58,49190,161,80,6,4599,4812745,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415563198,4812745.712,0.0,4812745.712,4812745.712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.207781599,0.207781599,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
578,58,59805,46,443,17,3799,237993,14,14,3929.850283,8091.545193,1250.0,33.0,280.7035916,475.2841147,1250.0,24.0,577.9675138,570.2894237,50513.14285,117.6534137,8814.58272,14494.6929,60677.65788,0.574858604,205295.4101,15791.95462,24362.44109,86197.95038,11.4251414,237993.7334,18307.21026,27074.75598,83595.82437,0.574858604,0,0,0,0,112,112,58.82670683,58.82670683,24.0,1250.0,457.6343267,548.8127679,301195.5363,0,0,0,0,0,0,0,0,1.0,473.9784098,280.7035916,577.9675138,0,0,0,0,0,0,14,3929,14,8091,-1,-1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1568,118,443,86,49217,6,1827,81,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24691.35802,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,0.0,81.0,81.0,0,0,0,0,0,40,0.0,24691.35802,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1543,58,64069,173,53,17,3773,9750,0,2,0.0,132.0,0.0,0.0,0.0,0.0,104.0,28.0,66.0,53.74011537,13538.52907,205.1292283,9750.012783,0.0,9750.012783,9750.012783,0.0,0.0,0.0,0.0,0.0,9750.012783,9750.012783,0.0,9750.012783,9750.012783,0,0,0,0,0,16,0.0,205.1292283,28.0,104.0,53.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,0.0,80.0,0.0,66.0,0,0,0,0,0,0,0,0,2,132,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1478,117,443,86,49210,6,351,134,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14838.18565,134.8002939,0.0,134.8002939,134.8002939,0.0,0.0,0.0,0.0,0.0,134.8002939,134.8002939,0.0,134.8002939,134.8002939,0,0,0,0,0,40,0.0,14838.18565,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,257,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1487,117,443,86,49212,6,1911,9922,1,2,0.0,371.0,0.0,0.0,0.0,0.0,371.0,0.0,185.5,262.3366158,37391.34724,302.3559076,4961.061342,6530.587023,9578.883711,343.2389729,0.0,0.0,0.0,0.0,0.0,343.2389729,343.2389729,0.0,343.2389729,343.2389729,0,1,0,0,20,40,100.7853025,201.570605,0.0,371.0,185.5,214.1969499,45880.33333,0,0,0,1,1,0,0,0,2.0,247.3333333,0.0,185.5,0,0,0,0,0,0,1,0,2,371,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1224,58,59758,123,1900,17,3983,84062040,31,1,4035.0,133.0,133.0,123.0,130.1612903,3.958928931,133.0,133.0,133.0,0.0,49.58242745,0.380671228,2711678.71,12171884.05,68047734.0,0.0,84062037.0,2802067.9,12369378.97,68047734.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,248,8,0.368775252,0.011895976,123.0,133.0,130.3333333,3.894440482,15.16666667,0,0,0,0,0,0,0,0,0.0,134.40625,130.1612903,133.0,0,0,0,0,0,0,31,4035,1,133,-1,-1,31,0,10015426.0,0.0,10015426.0,10015426.0,68047734.0,0.0,68047734.0,68047734.0,1
124,7,443,86,49231,6,3100,148,0,2,0.0,73.0,0.0,0.0,0.0,0.0,73.0,0.0,36.5,51.61879503,493243.2432,13513.51351,148.0,0.0,148.0,148.0,0.0,0.0,0.0,0.0,0.0,148.0,148.0,0.0,148.0,148.0,0,1,0,0,0,40,0.0,13513.51351,0.0,73.0,48.66666667,42.14656965,1776.333333,0,0,0,1,1,0,0,0,0.0,73.0,0.0,36.5,0,0,0,0,0,0,0,0,2,73,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1722,116,0,172,0,0,2167,5618216,31,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.74918507,181225.656,517530.0526,2543214.635,1.0,5618207.853,187326.9987,525287.5886,2543214.635,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,5.571192259,0.177992811,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,31,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1481,117,443,86,49203,6,3247,387,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169.930935,387.2447535,0.0,387.2447535,387.2447535,0.0,0.0,0.0,0.0,0.0,387.2447535,387.2447535,0.0,387.2447535,387.2447535,0,0,0,0,0,40,0.0,5169.930935,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,253,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1566,58,49215,173,443,6,4653,3169055,12,21,1602.982466,3416.94292,757.0,0.0,123.3071895,207.2889697,948.0,0.0,155.3190848,253.7235669,1584.04477,11.04412448,93209.38654,503962.9057,2942989.088,3.000093268,3159298.16,263277.0877,847379.9236,2951587.423,12.00065288,226066.3992,10765.38633,25436.91862,91461.84599,3.000093268,0,0,0,0,259,463,4.102139354,6.941985124,0.0,948.0,139.4445584,232.740339,54168.07496,0,1,0,0,0,0,0,0,1.0,143.4287662,123.3071895,155.3190848,0,0,0,0,0,0,12,1602,21,3416,-1,279,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1317,58,49239,129,443,6,4925,5546241,15,17,1258.0,6634.0,517.0,0.0,78.76943529,146.0737484,1420.0,0.0,390.2352941,604.6550183,1422.946332,5.944987794,173473.4302,850728.3763,4821899.932,1.972444778,5366923.179,358496.8007,1287163.773,5000669.996,5.0,5545727.566,346607.9729,1196014.849,4821899.932,1.972444778,0,0,0,0,367,364,2.879847443,3.065140351,0.0,1420.0,232.3114669,461.5409858,213020.834,0,1,0,0,0,0,0,0,1.0,239.3574487,78.76943529,390.2352941,0,0,0,0,0,0,15,1258,17,6634,-1,501,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1660,58,57913,174,53,17,122,12728,0,2,0.0,132.0,0.0,0.0,0.0,0.0,104.0,28.0,66.0,53.74011537,10370.57036,157.1298539,12728.79142,0.0,12728.79142,12728.79142,0.0,0.0,0.0,0.0,0.0,12728.79142,12728.79142,0.0,12728.79142,12728.79142,0,0,0,0,0,16,0.0,157.1298539,28.0,104.0,53.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,0.0,80.0,0.0,66.0,0,0,0,0,0,0,0,0,2,132,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1439,58,49202,173,443,6,2054,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250000.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,125000.0,125000.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1675,58,60563,174,53,17,2772,13787,0,2,0.0,159.0,0.0,0.0,0.0,0.0,130.0,29.0,79.5,71.4177849,11532.60318,145.0641909,13787.0,0.0,13787.0,13787.0,0.0,0.0,0.0,0.0,0.0,13787.0,13787.0,0.0,13787.0,13787.0,0,0,0,0,0,16,0.0,145.0641909,29.0,130.0,62.66666667,58.31237719,3400.333333,0,0,0,0,0,0,0,0,0.0,94.0,0.0,79.5,0,0,0,0,0,0,0,0,2,159,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1623,58,51638,174,443,17,3467,3015285,14,18,2035.0,9292.0,1250.0,33.0,145.3571429,323.1885868,1250.0,22.0,516.2222222,540.5034206,3756.527161,10.61259549,97267.25806,492320.365,2749300.0,1.0,2996438.0,230495.2308,759121.9678,2756636.0,22.0,3015285.0,177369.7059,665643.7174,2758918.0,1.0,0,0,0,0,112,144,4.643010528,5.969584965,22.0,1250.0,381.1212121,505.7786545,255812.0473,0,0,0,0,0,0,0,0,1.0,393.03125,145.3571429,516.2222222,0,0,0,0,0,0,14,2035,18,9292,-1,-1,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
472,58,49271,44,443,6,4833,308607,6,9,591.0,5458.790676,517.0,0.0,98.5,207.1480147,1412.0,0.0,606.5322973,677.1177248,19603.79688,48.60631604,22043.37368,53220.03413,193650.1067,2.234668341,295657.0951,59131.41902,90839.89673,206660.7362,48.03191462,114957.1248,14369.64061,25343.71638,75012.33354,2.234668341,0,0,0,0,132,204,19.44252642,29.16378963,0.0,1412.0,378.1119172,575.2743064,330940.587,0,1,0,0,0,0,0,0,1.0,403.3193784,98.5,606.5322973,0,0,0,0,0,0,6,591,9,5458,-1,261,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1142,58,0,116,0,0,2978,373185,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.71854707,124395.0793,215455.899,373182.1218,1.0,373183.1218,186591.5609,263878.9019,373182.1218,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0389103,2.679636767,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,58,49166,12,443,6,4189,4811760,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415648324,4811760.05,0.0,4811760.05,4811760.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.207824162,0.207824162,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,258,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1564,58,49213,174,443,6,613,3213601,9,14,1227.0,2207.0,757.0,0.0,136.3333333,243.7503846,948.0,0.0,157.6428571,280.6332419,1068.583188,7.157080173,146072.7727,653936.037,3072848.0,1.0,3200523.0,400065.375,1085569.603,3085515.0,13.0,140753.0,10827.15385,22030.57302,81355.0,1.0,0,0,0,0,180,304,2.800596589,4.356483583,0.0,948.0,143.0833333,257.3256973,66216.51449,0,1,0,0,0,0,0,0,1.0,149.3043478,136.3333333,157.6428571,0,0,0,0,0,0,9,1227,14,2207,-1,268,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1624,58,51638,174,53,17,3111,9724,0,2,0.0,132.0,0.0,0.0,0.0,0.0,104.0,28.0,66.0,53.74011537,13574.83857,205.6793723,9724.15619,0.0,9724.15619,9724.15619,0.0,0.0,0.0,0.0,0.0,9724.15619,9724.15619,0.0,9724.15619,9724.15619,0,0,0,0,0,16,0.0,205.6793723,28.0,104.0,53.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,0.0,80.0,0.0,66.0,0,0,0,0,0,0,0,0,2,132,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1162,58,59755,118,5355,17,76,104484,3,1,75.0,25.0,25.0,25.0,25.0,0.0,25.0,25.0,25.0,0.0,957.0843383,38.28337353,34828.0,60322.13348,104482.0,1.0,104483.0,52241.5,73879.22361,104482.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,28.71253015,9.570843383,25.0,25.0,25.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,31.25,25.0,25.0,0,0,0,0,0,0,3,75,1,25,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1521,117,443,86,49214,6,3699,85,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23529.41176,85.0,0.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,0.0,85.0,85.0,0,0,0,0,0,40,0.0,23529.41176,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,257,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
394,58,49219,36,443,6,2614,90488469,16,22,6506.895766,8743.59096,1446.0,0.0,406.6809854,601.1764024,1412.0,0.0,397.4359527,564.9454819,168.5347369,0.419943009,2445634.309,10314538.2,45009188.6,1.0,90465858.72,6031057.248,15829740.21,45024842.88,36.64763628,90488469.43,4308974.735,13534049.8,45020120.17,1.0,0,0,0,0,332,488,0.176818109,0.2431249,0.0,1446.0,391.0381212,569.0577263,323938.1877,0,1,0,0,0,0,0,0,1.0,401.328598,406.6809854,397.4359527,0,0,0,0,0,0,16,6506,22,8743,-1,345,10,0,231757.7736,312295.4146,452583.979,10931.56814,45006879.62,3265.386166,45009188.6,45004570.65,1
1639,58,53956,174,53,17,3873,13767,0,2,0.0,88.0,0.0,0.0,0.0,0.0,52.0,36.0,44.0,11.3137085,6392.21016,145.2775036,13767.49631,0.0,13767.49631,13767.49631,0.0,0.0,0.0,0.0,0.0,13767.49631,13767.49631,0.0,13767.49631,13767.49631,0,0,0,0,0,16,0.0,145.2775036,36.0,52.0,41.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,0.0,62.0,0.0,44.0,0,0,0,0,0,0,0,0,2,88,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1431,58,49170,173,443,6,3805,4812615,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.415574485,4812615.0,0.0,4812615.0,4812615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,20,20,0.207787242,0.207787242,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,259,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1450,117,443,86,49213,6,1431,119,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16771.888,119.2487197,0.0,119.2487197,119.2487197,0.0,0.0,0.0,0.0,0.0,119.2487197,119.2487197,0.0,119.2487197,119.2487197,0,0,0,0,0,40,0.0,16771.888,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,-1,257,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
423,58,51598,36,443,17,3363,21693561,27,30,6769.0,11174.0,1250.0,33.0,250.7037037,434.0246195,1250.0,24.0,372.4666667,480.7504718,827.1117868,2.627507766,387385.0179,1623949.141,8258543.0,1.0,21640327.0,832320.2692,2338217.278,8292247.0,11.0,21693561.0,748053.8276,2218108.589,8271077.0,1.0,0,0,0,0,216,240,1.244608942,1.382898824,24.0,1250.0,330.9137931,471.47675,222290.3258,0,0,0,0,0,0,0,0,1.0,336.7192982,250.7037037,372.4666667,0,0,0,0,0,0,27,6769,30,11174,-1,-1,27,0,2433454.5,3249261.018,4731029.0,135880.0,8256923.5,2290.318864,8258543.0,8255304.0,1
1153,58,54917,118,5355,17,4649,98867,3,1,73.32509525,24.44169842,24.44169842,24.44169842,24.44169842,0.0,24.44169842,24.44169842,24.44169842,0.0,988.8331657,40.45820976,32955.91192,57079.58181,98865.73576,1.0,98866.73576,49433.36788,69907.92508,98865.73576,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,8,30.34365732,10.11455244,24.44169842,24.44169842,24.44169842,0.0,0.0,0,0,0,0,0,0,0,0,0.0,30.55212302,24.44169842,24.44169842,0,0,0,0,0,0,3,73,1,24,-1,-1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1539,58,62913,173,53,17,306,12913,0,2,0.0,88.0,0.0,0.0,0.0,0.0,60.0,28.0,44.0,22.627417,6814.701507,154.8795797,12913.26008,0.0,12913.26008,12913.26008,0.0,0.0,0.0,0.0,0.0,12913.26008,12913.26008,0.0,12913.26008,12913.26008,0,0,0,0,0,16,0.0,154.8795797,28.0,60.0,38.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,0.0,58.0,0.0,44.0,0,0,0,0,0,0,0,0,2,88,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1663,58,59140,174,53,17,2481,12297,0,2,0.0,132.0,0.0,0.0,0.0,0.0,104.0,28.0,66.0,53.74011537,10734.32545,162.6412946,12297.0,0.0,12297.0,12297.0,0.0,0.0,0.0,0.0,0.0,12297.0,12297.0,0.0,12297.0,12297.0,0,0,0,0,0,16,0.0,162.6412946,28.0,104.0,53.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,0.0,80.0,0.0,66.0,0,0,0,0,0,0,0,0,2,132,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1702,58,63503,174,53,17,248,9687,0,2,0.0,132.0,0.0,0.0,0.0,0.0,104.0,28.0,66.0,53.74011537,13626.50976,206.462269,9687.0,0.0,9687.0,9687.0,0.0,0.0,0.0,0.0,0.0,9687.0,9687.0,0.0,9687.0,9687.0,0,0,0,0,0,16,0.0,206.462269,28.0,104.0,53.33333333,43.87862046,1925.333333,0,0,0,0,0,0,0,0,0.0,80.0,0.0,66.0,0,0,0,0,0,0,0,0,2,132,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
433,58,60563,36,443,17,860,17162653,19,22,5042.0,9206.0,1250.0,33.0,265.3684211,448.8421166,1250.0,24.0,418.4545455,504.0068714,830.1746822,2.388908055,429066.325,2029726.92,12287998.0,0.0,17118628.0,951034.8889,2996205.633,12313070.0,8.0,17162653.0,817269.1905,2778072.784,12298328.0,0.0,0,0,0,0,152,176,1.107054952,1.281853103,24.0,1250.0,369.0,493.735537,243774.7805,0,0,0,0,0,0,0,0,1.0,378.0,265.3684211,418.4545455,0,0,0,0,0,0,19,5042,22,9206,-1,-1,19,0,131306.0,0.0,131306.0,131306.0,12287998.0,0.0,12287998.0,12287998.0,1
